 Average of  Max VisibilityKm ,Volume Share of Category
15.14285714,0.04037588
16,0.045459978
16,0.042092489
16,0.038562373
16,0.042615865
16,0.039217707
16,0.043548745
15.71428571,0.043987869
16,0.037673982
15.14285714,0.039742025
16,0.037543827
16,0.037715541
15.71428571,0.038480375
15.71428571,0.035820935
14.33333333,0.041853103
16,0.044049699
16,0.042598311
16,0.04303388
16,0.045192538
16,0.046093069
16,0.044180494
16,0.04180546
16,0.043871695
16,0.038123685
16,0.053638731
16,0.060077272
16,0.054426071
16,0.065168045
16,0.057340488
16,0.061223356
16,0.067743095
16,0.055380475
16,0.058941376
16,0.061596827
16,0.057831563
16,0.06412884
16,0.054942102
16,0.047813361
16,0.067993507
16,0.066053287
16,0.063290688
16,0.063490192
16,0.065073807
16,0.068032606
16,0.061761177
16,0.053439407
16,0.061767095
16,0.062194306
16,0.069004341
16,0.062199055
16,0.068515942
16,0.06721282
16,0.070089637
16,0.063283599
16,0.062320294
16,0.06360928
16,0.06886819
16,0.060954105
16,0.059529121
16,0.074890711
16,0.067262862
15.57142857,0.062427109
16,0.057601174
15.28571429,0.062367652
15.28571429,0.077408993
14.28571429,0.078784109
16,0.075852803
13.14285714,0.068190453
16,0.07666433
14,0.078010858
16,0.074788666
16,0.073484815
15.14285714,0.075341243
15.71428571,0.063844275
16,0.063426686
16,0.084519984
16,0.072643511
16,0.067377995
16,0.05914096
16,0.065962188
16,0.057170195
16,0.064645244
16,0.064901927
16,0.057385254
16,0.056295119
16,0.055650046
16,0.059019295
16,0.05655581
16,0.058881809
16,0.052063212
16,0.056572495
16,0.056789733
16,0.05847671
16,0.060355568
16,0.060402207
16,0.065423805
16,0.06019585
16,0.061840019
16,0.049028776
16,0.063390624
16,0.059422569
16,0.061906728
16,0.063690747
16,0.062062364
16,0.065774939
16,0.066644795
16,0.071260588
16,0.071715702
16,0.072353634
16,0.065995893
16,0.066542586
16,0.078727064
16,0.075529233
16,0.072201958
16,0.062956069
16,0.0563714
16,0.071273063
15.28571429,0.074080646
16,0.070217128
16,0.066569238
16,0.064504117
16,0.069877952
16,0.068435536
14.5,0.079137227
16,0.069585581
15.57142857,0.069044802
16,0.068736849
16,0.06945928
16,0.065352435
16,0.073100993
16,0.06477242
16,0.066938961
16,0.073202461
16,0.068685175
16,0.06197043
16,0.069497244
16,0.061322626
16,0.062723028
16,0.068193949
16,0.06179093
15.6,0.065607089
16,0.050977335
16,0.062002119
16,0.066284818
16,0.065099266
16,0.061263245
16,0.064520378
16,0.063690295
16,0.062157448
16,0.063827709
16,0.051470466
16,0.057470331
16,0.060553682
16,0.064880259
16,0.062218662
16,0.061193086
16,0.065207854
16,0.060935863
16,0.057255655
16,0.057248325
16,0.06117952
16,0.056255674
16,0.052928054
16,0.064167175
14.42857143,0.063672042
16,0.058573106
16,0.051985969
16,0.000709031
16,0.016542047
16,0.023572518
16,0.029321899
15.28571429,0.043870298
16,0.064309904
16,0.054260456
16,0.071874205
16,0.06292594
15.14285714,0.069947689
15.71428571,0.063881255
16,0.055907443
16,0.061169536
16,0.051299656
16,0.060578193
16,0.062821791
15,0.06263633
15.71428571,0.051183086
16,0.062872066
16,0.054350308
16,0.050834792
16,0.054950818
16,0.061720635
16,0.044603505
16,0.05658307
16,0.042510232
16,0.038913591
16,0.04867341
16,0.04937667
16,0.04533117
16,0.052893429
15.28571429,0.048373068
16,0.048195786
16,0.050414696
16,0.050062502
16,0.051789142
16,0.051186852
16,0.048952262
16,0.061398334
16,0.065038658
16,0.057284882
15.14285714,0.078984932
16,0.060789047
16,0.058528333
16,0.060660953
16,0.055010422
16,0.052607027
16,0.054808013
15.71428571,0.065854482
16,0.070957833
15.14285714,0.068916472
16,0.050728807
16,0.046662993
15.71428571,0.063275482
15.71428571,0.048916369
14.33333333,0.050429692
16,0.055099947
16,0.051371763
16,0.052722815
16,0.043272405
16,0.036324876
16,0.035756367
16,0.030669973
16,0.038294291
16,0.035109535
16,0.037992861
16,0.047117
16,0.06275921
16,0.047086123
16,0.041306816
16,0.049480093
16,0.048296568
16,0.069253577
16,0.049137105
16,0.046536367
16,0.068455601
16,0.066772916
16,0.053743522
16,0.044326409
16,0.048855221
16,0.054652012
16,0.049180231
16,0.050049004
16,0.050512354
16,0.073280362
16,0.058595779
16,0.052145512
16,0.057290617
16,0.065220707
16,0.055199879
16,0.05156887
16,0.048999538
16,0.054615206
16,0.049764863
16,0.052661874
16,0.133702917
16,0.08924459
16,0.057047235
16,0.049498233
16,0.046158768
16,0.076053205
16,0.061517707
15.57142857,0.082688601
16,0.051691186
15.28571429,0.054045757
15.28571429,0.069315798
14.28571429,0.059596464
16,0.063581932
13.14285714,0.08063273
16,0.078051775
14,0.061183661
16,0.082630065
16,0.07343844
15.14285714,0.060122703
15.71428571,0.048067214
16,0.052354776
16,0.054227205
16,0.090709817
16,0.051245982
16,0.087864854
16,0.063985798
16,0.054022347
16,0.053393183
16,0.077429965
16,0.049204883
16,0.051569484
16,0.056205087
16,0.071495453
16,0.057603914
16,0.046528141
16,0.041227772
16,0.055082097
16,0.041422361
16,0.054767292
16,0.055603828
16,0.049605304
16,0.037824764
16,0.06680244
16,0.052623394
16,0.043849179
16,0.060842545
16,0.036490198
16,0.045038135
16,0.050530611
16,0.068828575
16,0.093377095
16,0.06710141
16,0.044834519
16,0.051950201
16,0.049149813
16,0.045609178
16,0.049851643
16,0.05985693
16,0.04575783
16,0.03593937
16,0.036154016
16,0.06345619
16,0.037208798
15.28571429,0.052498534
16,0.049912557
16,0.052098572
16,0.038992484
16,0.042424138
16,0.040779943
14.5,0.052555279
16,0.044759386
15.57142857,0.062167019
16,0.082940948
16,0.04218471
16,0.067078535
16,0.044345177
16,0.053778625
16,0.044545227
16,0.040283147
16,0.033235041
16,0.028974664
16,0.038425087
16,0.03211216
16,0.060230644
16,0.043761316
16,0.033581305
15.6,0.054433329
16,0.043611078
16,0.026569306
16,0.035672453
16,0.037594672
16,0.057972486
16,0.030748398
16,0.031151089
16,0.024281035
16,0.0263438
16,0.0238814
16,0.040277172
16,0.04298562
16,0.041088573
16,0.036585996
16,0.049403844
16,0.039589477
16,0.037702158
16,0.038461879
16,0.038838372
16,0.045328643
16,0.033236987
16,0.025824666
16,0.048238194
14.42857143,0.028610136
16,0.030099786
16,0.027716181
16,0.227820463
16,0.212651204
16,0.212791943
16,0.168298159
15.28571429,0.28079587
16,0.182656805
16,0.197657907
16,0.18686932
16,0.194316252
15.14285714,0.163063077
15.71428571,0.195878368
16,0.203311216
16,0.185673319
16,0.175211369
16,0.223523076
16,0.186966229
15,0.160053089
15.71428571,0.310521931
16,0.270972352
16,0.182206141
16,0.197884254
16,0.20002736
16,0.166591889
16,0.192886565
16,0.193668982
16,0.179965563
16,0.232232759
16,0.170132934
16,0.147985425
16,0.145373232
16,0.143100581
15.28571429,0.180110983
16,0.221395603
16,0.160121129
16,0.190913646
16,0.203130252
16,0.221482199
16,0.187298138
16,0.178218143
16,0.200745071
16,0.194129112
15.14285714,0.166617387
16,0.148345008
16,0.173615353
16,0.150287107
16,0.135113205
16,0.148788871
16,0.18445994
15.71428571,0.144807842
16,0.153114497
15.14285714,0.193496531
16,0.242932476
16,0.229294421
15.71428571,0.161118355
15.71428571,0.161327007
14.33333333,0.143902103
16,0.166383292
16,0.176317441
16,0.177095345
16,0.175552606
16,0.149226813
16,0.164655755
16,0.170183439
16,0.198065086
16,0.197961408
16,0.203466242
16,0.192545008
16,0.179084806
16,0.190044123
16,0.426329635
16,0.261559914
16,0.284687389
16,0.303616066
16,0.24840384
16,0.242974313
16,0.256074222
16,0.257782416
16,0.238950856
16,0.246508018
16,0.223006415
16,0.215692407
16,0.209780658
16,0.19042026
16,0.204954071
16,0.212963319
16,0.230332603
16,0.200793786
16,0.172947257
16,0.219531732
16,0.159160991
16,0.147031636
16,0.147174895
16,0.205135538
16,0.166984014
16,0.129756213
16,0.200765361
16,0.172908565
16,0.158580875
16,0.15511854
16,0.2259051
16,0.152862832
16,0.167576282
15.57142857,0.170034555
16,0.236316943
15.28571429,0.156362833
15.28571429,0.151455455
14.28571429,0.145770927
16,0.140827885
13.14285714,0.146626601
16,0.155861173
14,0.163969427
16,0.121241482
16,0.148654361
15.14285714,0.15459282
15.71428571,0.148927677
16,0.160611533
16,0.169538026
16,0.187819021
16,0.155727516
16,0.153825859
16,0.134269521
16,0.232084807
16,0.16535145
16,0.146312356
16,0.140482014
16,0.136527508
16,0.144031284
16,0.134100291
16,0.1412926
16,0.143645784
16,0.159414366
16,0.128637803
16,0.128750718
16,0.182512782
16,0.159164903
16,0.133395938
16,0.137714817
16,0.128395431
16,0.128838998
16,0.13576883
16,0.123992732
16,0.138800662
16,0.14845056
16,0.125610429
16,0.150003702
16,0.140433553
16,0.147652733
16,0.124211809
16,0.087341268
16,0.088044027
16,0.102843372
16,0.138145975
16,0.08498091
16,0.073593962
16,0.079703311
16,0.134064229
16,0.10357671
16,0.078370716
15.28571429,0.07004267
16,0.09390116
16,0.092914351
16,0.131527958
16,0.109059798
16,0.073205274
14.5,0.081221547
16,0.07990335
15.57142857,0.0776471
16,0.087059039
16,0.11388802
16,0.099892245
16,0.077968928
16,0.082958673
16,0.08901525
16,0.074714661
16,0.111547764
16,0.071166509
16,0.073889409
16,0.110854875
16,0.085905727
16,0.094171431
16,0.088326872
15.6,0.087733115
16,0.081384602
16,0.083431034
16,0.065259849
16,0.069153897
16,0.074011962
16,0.078742706
16,0.070765478
16,0.059261807
16,0.059849478
16,0.062461023
16,0.082614992
16,0.065109706
16,0.06303343
16,0.072212477
16,0.05798996
16,0.079979844
16,0.071598122
16,0.053637901
16,0.073049221
16,0.059678723
16,0.052582628
16,0.076796899
16,0.044710588
14.42857143,0.047999263
16,0.043938646
16,0.065355925
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
15,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.14285714,0
16,0
16,0
16,0
16,0
16,0
16,0
15.71428571,0
16,0
15.14285714,0
16,0
16,0
15.71428571,0
15.71428571,0
14.33333333,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.57142857,0
16,0
15.28571429,0
15.28571429,0
14.28571429,0
16,0
13.14285714,0
16,0
14,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0.000432362
16,0.007370076
16,0.013148986
16,0.056328014
16,0.066122901
16,0.073331784
16,0.07753525
15.28571429,0.072468654
16,0.080241506
16,0.073711491
16,0.069625838
16,0.075450396
16,0.065086315
14.5,0.064416143
16,0.070926409
15.57142857,0.072803584
16,0.079973169
16,0.082595962
16,0.08226538
16,0.081940894
16,0.065046761
16,0.061116268
16,0.062195856
16,0.059014893
16,0.052642431
16,0.055227342
16,0.051456773
16,0.060573781
16,0.056413176
16,0.048375025
15.6,0.047278331
16,0.044926518
16,0.050771421
16,0.040282959
16,0.03848687
16,0.036323614
16,0.034809821
16,0.031298076
16,0.032195569
16,0.032590272
16,0.027162937
16,0.030900734
16,0.028536156
16,0.027316132
16,0.026025289
16,0.02518252
16,0.026596076
16,0.020746525
16,0.020832779
16,0.021237016
16,0.020807444
16,0.019802072
16,0.024721143
16,0.019231729
14.42857143,0.017942392
16,0.018496611
16,0.01685505
16,0.087729254
16,0.10046816
16,0.082697453
16,0.079380505
15.28571429,0.07227701
16,0.087360725
16,0.05662676
16,0.074651053
16,0.066046898
15.14285714,0.0665477
15.71428571,0.060207917
16,0.061009394
16,0.083317512
16,0.11763546
16,0.094152682
16,0.076193534
15,0.07270312
15.71428571,0.052825686
16,0.052335428
16,0.043740978
16,0.034616804
16,0.026052438
16,0.015265333
16,0.025663583
16,0.045318251
16,0.040438181
16,0.071635734
16,0.059145996
16,0.077237194
16,0.097189338
16,0.072145854
15.28571429,0.052665831
16,0.061761786
16,0.057508743
16,0.046777412
16,0.049718882
16,0.032431277
16,0.022297716
16,0.0463917
16,0.079458374
16,0.093963638
15.14285714,0.088910945
16,0.072979581
16,0.091670022
16,0.088884586
16,0.072089513
16,0.063102525
16,0.065294802
15.71428571,0.026102327
16,0.03721478
15.14285714,0.095328312
16,0.102970563
16,0.082450466
15.71428571,0.091911383
15.71428571,0.075334918
14.33333333,0.099727049
16,0.113297593
16,0.109413563
16,0.089494586
16,0.083109419
16,0.109460331
16,0.083747689
16,0.088952928
16,0.102706242
16,0.088797653
16,0.081271399
16,0.085207567
16,0.106822456
16,0.079332006
16,0.075049165
16,0.085939199
16,0.073567285
16,0.085175789
16,0.116359683
16,0.0949854
16,0.06946038
16,0.071491545
16,0.086764586
16,0.097708065
16,0.099980924
16,0.085633181
16,0.097332324
16,0.093472888
16,0.101177643
16,0.094370577
16,0.086753103
16,0.082625238
16,0.090581783
16,0.074539164
16,0.097200013
16,0.088057428
16,0.095302631
16,0.095584781
16,0.088547528
16,0.081930204
16,0.075910127
16,0.111141253
16,0.099982776
16,0.103450157
16,0.129060203
16,0.090547901
16,0.104814199
15.57142857,0.108570085
16,0.112372433
15.28571429,0.112949194
15.28571429,0.101793511
14.28571429,0.09590214
16,0.086922985
13.14285714,0.098105584
16,0.111282436
14,0.105407419
16,0.093438241
16,0.09116873
15.14285714,0.084881815
15.71428571,0.093451863
16,0.091069865
16,0.091918821
16,0.103697521
16,0.082964279
16,0.074990564
16,0.075146337
16,0.098845259
16,0.078654435
16,0.069417308
16,0.079878146
16,0.081464021
16,0.073550667
16,0.06585893
16,0.073766711
16,0.070787802
16,0.083932981
16,0.068712855
16,0.094177702
16,0.075535162
16,0.078881384
16,0.10273004
16,0.087985425
16,0.083495752
16,0.075599747
16,0.084885602
16,0.087924363
16,0.062062452
16,0.069880439
16,0.086827102
16,0.078444611
16,0.062136177
16,0.081519438
16,0.073668933
16,0.057276439
16,0.056641922
16,0.076747809
16,0.092766908
16,0.055727533
16,0.079370813
16,0.092724312
16,0.082647508
16,0.083998809
16,0.07066391
15.28571429,0.081665857
16,0.100957624
16,0.09171878
16,0.10106161
16,0.079988205
16,0.05158164
14.5,0.057907179
16,0.05036784
15.57142857,0.05489505
16,0.036738148
16,0.042474076
16,0.048554011
16,0.041161047
16,0.028057569
16,0.04190964
16,0.05109938
16,0.05129046
16,0.05654551
16,0.079828309
16,0.076313167
16,0.064420878
16,0.060739211
16,0.08035586
15.6,0.091844819
16,0.079002143
16,0.082827004
16,0.079886646
16,0.070633818
16,0.083915806
16,0.103639286
16,0.07486523
16,0.071534259
16,0.071560829
16,0.078506717
16,0.06700573
16,0.070474612
16,0.064761399
16,0.072750657
16,0.055534596
16,0.060543879
16,0.080509239
16,0.071088465
16,0.091606196
16,0.072732991
16,0.068583529
16,0.092398342
16,0.060086469
14.42857143,0.069268688
16,0.088110161
16,0.097390163
16,0.882656887
16,0.64884894
16,0.595474688
16,0.584077663
15.28571429,0.92405561
16,0.85498918
16,0.60783606
16,0.585132683
16,0.606221348
15.14285714,0.593636619
15.71428571,0.502177251
16,0.57198083
16,0.695165402
16,0.602631641
16,0.705165726
16,0.706670722
15,0.544937311
15.71428571,0.489848061
16,0.532808194
16,0.57146846
16,0.732596565
16,0.692903711
16,0.669184045
16,0.736265446
16,0.761195414
16,0.601252015
16,0.707638582
16,0.565724882
16,0.56715273
16,0.649757411
16,0.549114917
15.28571429,0.744351621
16,0.543280312
16,0.561069518
16,0.730977869
16,0.581771248
16,0.562896819
16,0.537720813
16,0.521525171
16,0.505606046
16,0.59215504
15.14285714,0.549602595
16,0.570931045
16,0.728486385
16,0.577347908
16,0.540096718
16,0.70807732
16,0.77934076
15.71428571,0.511766879
16,0.702694561
15.14285714,0.956401301
16,0.801268781
16,0.837038791
15.71428571,0.532675153
15.71428571,0.564639252
14.33333333,0.654299906
16,0.858349647
16,0.658231146
16,0.636555121
16,0.691022352
16,0.588225622
16,0.624584547
16,0.569636844
16,0.61213687
16,0.558128248
16,0.560352928
16,0.527767122
16,0.822863438
16,0.584105436
16,0.563132156
16,0.537056544
16,0.569678117
16,0.761276519
16,0.743643829
16,0.637975555
16,0.593590129
16,0.565917845
16,0.55886537
16,0.729503878
16,0.561484331
16,0.438200506
16,0.595974477
16,0.4621843
16,0.448645911
16,0.399826335
16,0.530326995
16,0.568208957
16,0.504085947
16,0.467247716
16,0.55932207
16,0.897544344
16,0.430281346
16,0.471398879
16,0.516192842
16,0.538798724
16,0.751181057
16,0.571234399
16,0.438740774
16,0.645682648
16,0.646777098
16,0.476987631
16,0.657500105
15.57142857,0.777938991
16,0.715223878
15.28571429,0.815279058
15.28571429,0.551555432
14.28571429,0.525703214
16,0.506416986
13.14285714,0.58469063
16,0.531057161
14,0.368219358
16,0.399158103
16,0.459418734
15.14285714,0.455570777
15.71428571,0.376218211
16,0.398917946
16,0.497387585
16,0.596499033
16,0.449831942
16,0.385988945
16,0.455071105
16,0.543734535
16,0.418424528
16,0.446006139
16,0.551914606
16,0.545877186
16,0.488478256
16,0.450490017
16,0.395326308
16,0.430407839
16,0.558167708
16,0.368454935
16,0.373533308
16,0.402266517
16,0.550292429
16,0.654288484
16,0.562423756
16,0.561577568
16,0.4710709
16,0.604468975
16,0.499827779
16,0.475859691
16,0.514856537
16,0.516897737
16,0.526628271
16,0.510612406
16,0.460208243
16,0.577630576
16,0.481617868
16,0.557002502
16,0.657253509
16,0.740531078
16,0.545249755
16,0.580620872
16,0.941881586
16,0.936191579
16,0.733651367
16,0.620581548
15.28571429,0.694173869
16,0.664466154
16,0.606080481
16,0.686388112
16,0.516667059
16,0.650125922
14.5,0.568744592
16,0.48916684
15.57142857,0.445077369
16,0.472690619
16,0.519801844
16,0.504555659
16,0.418861286
16,0.411142047
16,0.455104502
16,0.448406745
16,0.393607996
16,0.416340004
16,0.530166728
16,0.515243536
16,0.447679489
16,0.370364704
16,0.374883728
15.6,0.398501835
16,0.423154609
16,0.415731217
16,0.391758628
16,0.369389451
16,0.382952429
16,0.452458034
16,0.399932325
16,0.368572588
16,0.334620026
16,0.605091272
16,0.403577182
16,0.355930981
16,0.368197101
16,0.418077961
16,0.456212651
16,0.514801486
16,0.482641483
16,0.447168596
16,0.36986816
16,0.420736353
16,0.527959578
16,0.613692387
16,0.506766543
14.42857143,0.453703702
16,0.545524623
16,0.663089286
16,0.076135162
16,0.067031162
16,0.05445851
16,0.058155004
15.28571429,0.061796283
16,0.081026687
16,0.055264551
16,0.055144876
16,0.056327561
15.14285714,0.057738084
15.71428571,0.049655449
16,0.056689247
16,0.063101265
16,0.063757187
16,0.088977105
16,0.080494241
15,0.056673666
15.71428571,0.047509259
16,0.046648423
16,0.057773891
16,0.065453778
16,0.06776626
16,0.056701751
16,0.062800467
16,0.072953483
16,0.066564796
16,0.078277809
16,0.0697819
16,0.075289478
16,0.07132626
16,0.068762305
15.28571429,0.08007685
16,0.060332302
16,0.06777278
16,0.071060049
16,0.066041077
16,0.054083205
16,0.066028769
16,0.053794936
16,0.048721827
16,0.055385831
15.14285714,0.05157293
16,0.055285687
16,0.056952065
16,0.054902363
16,0.053341555
16,0.051403774
16,0.056818014
15.71428571,0.045029149
16,0.059118251
15.14285714,0.051587632
16,0.051189079
16,0.058696879
15.71428571,0.038692061
15.71428571,0.04101392
14.33333333,0.047796637
16,0.059229004
16,0.058224627
16,0.059143381
16,0.060976655
16,0.045533458
16,0.050366056
16,0.060737284
16,0.049268414
16,0.047878822
16,0.057566011
16,0.067598912
16,0.06745887
16,0.048709343
16,0.04045266
16,0.041712293
16,0.057747955
16,0.069127907
16,0.053737078
16,0.058059674
16,0.043052949
16,0.052788483
16,0.045765587
16,0.064122875
16,0.056155769
16,0.043740779
16,0.056266734
16,0.051211333
16,0.04963212
16,0.041162949
16,0.061253826
16,0.065222236
16,0.058906947
16,0.044853614
16,0.050576914
16,0.046356765
16,0.045233335
16,0.05350845
16,0.050185031
16,0.050659203
16,0.061430639
16,0.043143253
16,0.040911849
16,0.05176261
16,0.048982727
16,0.044452702
16,0.056579935
15.57142857,0.050446006
16,0.047982219
15.28571429,0.054428177
15.28571429,0.038084211
14.28571429,0.045581141
16,0.046957376
13.14285714,0.049395099
16,0.046224499
14,0.033858992
16,0.043815579
16,0.037285489
15.14285714,0.049718031
15.71428571,0.035137982
16,0.036903416
16,0.052735362
16,0.051548868
16,0.052796741
16,0.050607837
16,0.050217817
16,0.042827924
16,0.044334587
16,0.049952464
16,0.055920434
16,0.047985325
16,0.048991488
16,0.051367818
16,0.035314946
16,0.040588887
16,0.059444651
16,0.040276613
16,0.039859079
16,0.044120099
16,0.056367883
16,0.058180758
16,0.049269043
16,0.045820958
16,0.052950686
16,0.055438837
16,0.045059125
16,0.052282995
16,0.05885463
16,0.055138608
16,0.05024328
16,0.048185411
16,0.051657659
16,0.05761303
16,0.052055347
16,0.040532596
16,0.045917131
16,0.047559795
16,0.039761249
16,0.041325384
16,0.059246279
16,0.05217755
16,0.043343591
16,0.040245157
15.28571429,0.054874397
16,0.047347842
16,0.047082123
16,0.048157106
16,0.045059322
16,0.049528898
14.5,0.042304622
16,0.027206399
15.57142857,0.017130515
16,0.020425312
16,0.021386702
16,0.02593713
16,0.027343134
16,0.034201107
16,0.054305044
16,0.038097343
16,0.034142025
16,0.034093256
16,0.036731038
16,0.041909485
16,0.034130967
16,0.034790898
16,0.029907389
15.6,0.026742124
16,0.030779164
16,0.028919085
16,0.02426372
16,0.029534989
16,0.027792727
16,0.023891684
16,0.025054677
16,0.02882202
16,0.023891282
16,0.026048452
16,0.027467311
16,0.021398727
16,0.020839932
16,0.023996784
16,0.034499443
16,0.030528879
16,0.032995562
16,0.028921863
16,0.025392085
16,0.028270001
16,0.030131408
16,0.03140352
16,0.028453888
14.42857143,0.026025066
16,0.029233149
16,0.025411099
16,0.081275761
16,0.102575356
16,0.106748847
16,0.115080357
15.28571429,0.152421467
16,0.105177933
16,0.149641065
16,0.13966538
16,0.114100501
15.14285714,0.119467157
15.71428571,0.112975734
16,0.102778078
16,0.102144947
16,0.088002209
16,0.126696908
16,0.11785933
15,0.096176654
15.71428571,0.083880464
16,0.103176654
16,0.086559012
16,0.149758581
16,0.098474064
16,0.105198486
16,0.075601349
16,0.074793246
16,0.104757669
16,0.091498253
16,0.068851229
16,0.076345604
16,0.074692366
16,0.077145539
15.28571429,0.120419817
16,0.11594416
16,0.06984205
16,0.081903295
16,0.07430159
16,0.086168899
16,0.076075311
16,0.065269129
16,0.108187234
16,0.081407962
15.14285714,0.075025709
16,0.0735527
16,0.078288635
16,0.079143535
16,0.061330921
16,0.072479455
16,0.085488374
15.71428571,0.108254313
16,0.07876965
15.14285714,0.17613419
16,0.14592238
16,0.059610847
15.71428571,0.082066975
15.71428571,0.088645278
14.33333333,0.075173299
16,0.09141274
16,0.07598022
16,0.080968829
16,0.090658871
16,0.084364697
16,0.099249611
16,0.075747726
16,0.076209052
16,0.078233312
16,0.075175404
16,0.072472119
16,0.062995838
16,0.060861377
16,0.067671289
16,0.111302778
16,0.071706445
16,0.069323434
16,0.076675202
16,0.077830463
16,0.059622466
16,0.054241093
16,0.047013586
16,0.070942677
16,0.053833297
16,0.05739055
16,0.056317716
16,0.077033943
16,0.088487224
16,0.060929125
16,0.051797394
16,0.046894441
16,0.051494623
16,0.064157279
16,0.06092676
16,0.043526679
16,0.074533743
16,0.070524059
16,0.067204354
16,0.066648523
16,0.076764604
16,0.130215551
16,0.123701592
16,0.09521632
16,0.104021237
16,0.116731475
16,0.074915563
15.57142857,0.098421483
16,0.091589671
15.28571429,0.092114725
15.28571429,0.082953202
14.28571429,0.087803714
16,0.076631232
13.14285714,0.08103012
16,0.059143231
14,0.064826916
16,0.072952589
16,0.072434319
15.14285714,0.076855127
15.71428571,0.055191037
16,0.068386168
16,0.06644703
16,0.064128778
16,0.096428169
16,0.079064441
16,0.082407968
16,0.097819732
16,0.094014618
16,0.075605532
16,0.088534639
16,0.06148916
16,0.066337417
16,0.094060666
16,0.076198918
16,0.056563231
16,0.071160556
16,0.091256926
16,0.069865482
16,0.065758669
16,0.1043789
16,0.062807245
16,0.054237407
16,0.050683419
16,0.067947104
16,0.087498306
16,0.083518032
16,0.079396426
16,0.077791569
16,0.073035825
16,0.066132303
16,0.067061181
16,0.074192544
16,0.071305845
16,0.075971063
16,0.057902654
16,0.06356101
16,0.071681281
16,0.048479918
16,0.060954955
16,0.05749571
16,0.054572293
16,0.061341353
16,0.039682288
15.28571429,0.041094279
16,0.044012589
16,0.045917359
16,0.077768507
16,0.050883852
16,0.056079154
14.5,0.052996316
16,0.074756715
15.57142857,0.060381575
16,0.053248014
16,0.063854767
16,0.05884097
16,0.071619249
16,0.05845865
16,0.055795419
16,0.066771417
16,0.058068449
16,0.049739538
16,0.059499017
16,0.067081322
16,0.060763687
16,0.067789314
16,0.080398271
15.6,0.069006473
16,0.087318991
16,0.076027576
16,0.076013286
16,0.074313044
16,0.075970085
16,0.079038838
16,0.075784058
16,0.080214627
16,0.079042173
16,0.079741949
16,0.078194621
16,0.070964076
16,0.078240701
16,0.075846157
16,0.092109495
16,0.083461792
16,0.080997325
16,0.081815164
16,0.080051518
16,0.092719693
16,0.104973822
16,0.119323613
16,0.097126682
14.42857143,0.094832703
16,0.100704442
16,0.099362174
16,0.254261079
16,0.267883939
16,0.259928298
16,0.275357521
15.28571429,0.236864203
16,0.280527889
16,0.252819381
16,0.258033732
16,0.255223574
15.14285714,0.263714538
15.71428571,0.255374522
16,0.256872283
16,0.247296573
16,0.264046552
16,0.243753177
16,0.23856845
15,0.238614433
15.71428571,0.219666753
16,0.230479141
16,0.242219493
16,0.216063017
16,0.262427872
16,0.248023638
16,0.21618046
16,0.229007996
16,0.212413262
16,0.379263813
16,0.28863615
16,0.231202503
16,0.24064664
16,0.228084658
15.28571429,0.21400186
16,0.305722762
16,0.270372547
16,0.203673966
16,0.291547932
16,0.239818337
16,0.295931477
16,0.240738951
16,0.246020555
16,0.249862686
15.14285714,0.250963071
16,0.230316767
16,0.240389128
16,0.241811768
16,0.246217446
16,0.225491542
16,0.248108771
15.71428571,0.243087133
16,0.221525751
15.14285714,0.217974344
16,0.213703427
16,0.214402324
15.71428571,0.251498553
15.71428571,0.250218137
14.33333333,0.268889358
16,0.247073763
16,0.304125579
16,0.261321323
16,0.21526351
16,0.253988402
16,0.223232031
16,0.219473698
16,0.240032
16,0.222758095
16,0.229451712
16,0.236119878
16,0.218973103
16,0.251190235
16,0.200812263
16,0.210432766
16,0.221648429
16,0.192543678
16,0.216263786
16,0.217741371
16,0.21833962
16,0.218596962
16,0.213959395
16,0.20091049
16,0.202318887
16,0.248735877
16,0.255063325
16,0.246966134
16,0.243278223
16,0.266403878
16,0.237039598
16,0.188792008
16,0.207933992
16,0.225815333
16,0.256495095
16,0.254533637
16,0.260159776
16,0.239710801
16,0.265665088
16,0.261027138
16,0.284099398
16,0.267825161
16,0.283379619
16,0.26369957
16,0.269273165
16,0.276186032
16,0.24203696
15.57142857,0.232210112
16,0.224552009
15.28571429,0.260483853
15.28571429,0.287678705
