 Average of Dew PointC ,Volume Share of Category
12,1.202284234
9,1.105283121
11.14285714,1.128161927
11.71428571,0.97279239
12.83333333,1.023363917
12.28571429,1.232141459
11.57142857,0.821907606
12.14285714,0.986130047
11.71428571,0.957215275
11,1.008369125
10.28571429,0.828324189
11.85714286,0.895418124
12.28571429,0.987470584
10,0.829809962
11.42857143,0.654717482
9.285714286,0.837755496
13,0.830371699
15.28571429,1.079733102
13.71428571,1.052452555
14.42857143,0.831339077
14.42857143,0.935475318
16.42857143,0.822293814
17,0.765162987
17.42857143,1.103521783
16.85714286,0.806961042
17,0.804771485
17.6,0.949202022
17.42857143,0.817751943
17.14285714,0.792724914
17.14285714,0.785158677
16.57142857,0.725937271
19,0.989792444
17.57142857,0.785738002
18,0.863069433
16.71428571,0.91001011
16,0.898925802
17.85714286,0.953246473
16,0.852535442
16.42857143,0.971723017
15.16666667,0.972511994
9,1.031360896
13.57142857,1.00008359
10.57142857,0.909217607
9.142857143,1.122400782
15,0.903366695
12.85714286,1.097388979
10.28571429,1.089941945
8.571428571,1.32528341
4.75,1.203627333
8.285714286,0.990935346
10.42857143,1.247964787
8.571428571,1.046662437
10.71428571,1.226939861
12.71428571,1.04670042
8.285714286,1.17238909
12.42857143,1.260696636
10.57142857,1.150663142
7.285714286,1.312013526
11.57142857,1.151491588
12.71428571,1.051196883
13.14285714,1.020115399
13.66666667,1.06415976
11,0.96930604
11,0.959223755
12,0.895654096
11.8,1.04116711
11,0.796846689
12.28571429,1.025901615
12,0.927194463
13.28571429,1.094691797
14,0.833702526
16.14285714,0.758961114
16.85714286,0.802662952
16.42857143,0.85439925
17.66666667,0.853017923
15.85714286,1.257351447
16.85714286,0.926265383
19.28571429,0.889704393
18.16666667,0.827610628
17.57142857,0.93546368
16.71428571,1.053693223
17.42857143,0.954499292
18.85714286,1.073788346
18.5,1.364976057
18,1.205534734
18.28571429,1.123389695
19.14285714,1.180233241
18,0.95926061
16.57142857,1.052567403
19.14285714,0.992801376
17,0.957179048
14.85714286,1.066618332
9,1.062875946
8.285714286,0.994815937
7.142857143,1.062313422
6,0.968490047
3,0.851365168
10.28571429,1.013490459
6.285714286,0.912095674
8.285714286,1.118028571
3.4,1.01749727
10,0.977547831
11,1.150703107
13.14285714,1.078218135
8,1.208439593
13,1.000955342
6.571428571,1.097618225
11.71428571,1.03145807
10,1.012231148
14,1.047546819
11,0.902886785
12.85714286,1.137115425
11,0.854723477
10.8,1.016003503
13.85714286,1.136556454
10.71428571,1.129176997
11.85714286,1.106165187
10.85714286,1.073900188
12.57142857,1.104777773
13.28571429,1.108021343
12.85714286,0.971334665
12.42857143,1.166352012
13.33333333,1.032134045
14.85714286,1.045591742
14,1.131157164
16.14285714,1.030203944
18.6,0.928320728
15.85714286,1.261566688
16.85714286,1.058605477
16.85714286,1.020208779
18.71428571,0.900614088
18,0.79783871
17.14285714,1.118130007
16.85714286,1.053065622
16.71428571,0.859901681
18.25,1.082397156
16.71428571,1.102713345
15.85714286,1.202343324
17,0.970831258
15,0.974232858
14.28571429,0.903752896
15.57142857,0.992028794
14.57142857,1.230095071
16.57142857,1.287363462
16.5,0.97599148
10.71428571,0.990445522
11.14285714,1.285232553
10.71428571,1.083962809
9.75,0.881581229
11.85714286,1.328786151
12.28571429,1.188191979
6.428571429,1.033518864
6.428571429,0.839978282
5,2.248939741
0.285714286,2.516074031
7.285714286,2.463478157
6.2,2.331258289
8.571428571,2.392640581
6.142857143,2.108378474
7.142857143,2.253325078
6.4,2.234012873
10.28571429,2.304034685
10.85714286,2.33442783
11.14285714,2.039773102
11.85714286,2.140352604
14,2.074108922
9.571428571,2.30387121
7.714285714,2.92512229
12,2.766121276
12.66666667,2.567336032
13.14285714,2.466207964
13.85714286,2.528539192
13.42857143,2.483902972
14.5,2.181424859
14,2.24365765
14.42857143,2.560265075
14.57142857,2.406177895
16.42857143,2.414235118
17,2.921356831
17.28571429,2.253755296
15.85714286,2.419413086
16.42857143,2.271152418
14.25,2.207327189
14.14285714,2.271850809
15.85714286,2.22863105
15.57142857,2.251145151
16.85714286,2.164287882
18.28571429,2.261466733
16.42857143,2.064876278
16.28571429,1.922233446
12.57142857,2.240685489
14.5,2.132894007
12.71428571,2.033691106
11.57142857,2.087228412
13.57142857,2.464821382
11.8,2.279426132
11.57142857,2.391233067
12.85714286,2.253667239
12,2.929129428
9.714285714,2.299757291
6.857142857,1.905548716
4.428571429,2.439461923
8.571428571,2.887726278
6,2.237767151
9.333333333,1.967431074
9.142857143,2.630918277
3.857142857,2.925780642
9.857142857,2.134151917
12,2.356068269
9,2.376344452
11.14285714,2.271277617
11.71428571,2.235596133
12.83333333,2.302610345
12.28571429,2.424368527
11.57142857,2.291184164
12.14285714,2.004614204
11.71428571,2.715210837
11,2.652830327
10.28571429,2.630570026
11.85714286,2.01930262
12.28571429,2.202652567
10,2.165271169
11.42857143,2.325559268
9.285714286,2.403846482
13,1.90058113
15.28571429,2.210257369
13.71428571,1.75211156
14.42857143,2.254337618
14.42857143,2.102916048
16.42857143,2.227288399
17,2.204154442
17.42857143,1.954285705
16.85714286,2.287191452
17,2.337459815
17.6,2.320631499
17.42857143,2.377595742
17.14285714,2.37904982
17.14285714,2.443171642
16.57142857,2.414968308
19,2.285210506
17.57142857,2.285069069
18,2.454041251
16.71428571,1.980613587
16,1.871758489
17.85714286,1.868887723
16,1.922436128
16.42857143,1.872437613
15.16666667,2.079678643
9,1.967067916
13.57142857,1.866705238
10.57142857,1.873484249
9.142857143,1.678557885
15,1.447821826
12.85714286,2.009212991
10.28571429,1.871506804
8.571428571,1.815400952
4.75,1.590821775
8.285714286,1.870193047
10.42857143,2.170067353
8.571428571,2.044008186
10.71428571,2.070889999
12.71428571,2.415147282
8.285714286,1.982178117
12.42857143,1.912725253
10.57142857,1.928444363
7.285714286,1.999836381
11.57142857,1.975732823
12.71428571,2.190380166
13.14285714,2.362096094
13.66666667,2.283193101
11,2.169153829
11,2.356090362
12,2.475597014
11.8,2.545101605
11,2.162914576
12.28571429,2.464334879
12,2.359639762
13.28571429,2.238889055
14,2.221763023
16.14285714,2.366880706
16.85714286,2.382735341
16.42857143,2.082998123
17.66666667,2.086837058
15.85714286,1.965230473
16.85714286,2.229323909
19.28571429,2.073869598
18.16666667,2.025624423
17.57142857,1.700130738
16.71428571,1.716677642
17.42857143,1.640388592
18.85714286,1.624888252
18.5,1.588028777
18,2.123953694
18.28571429,1.816343489
19.14285714,1.643331507
18,1.690079951
16.57142857,1.810004553
19.14285714,1.724308418
17,1.820327217
14.85714286,1.779625353
9,1.604337985
8.285714286,1.714330146
7.142857143,1.775161189
6,1.810845251
3,1.569709075
10.28571429,1.87398111
6.285714286,1.770886617
8.285714286,1.794237207
3.4,1.426186367
10,1.608547015
11,1.918680822
13.14285714,1.687203145
8,1.702024058
13,1.403373565
6.571428571,1.155278316
11.71428571,1.576692774
10,1.754519004
14,1.587057893
11,1.551407402
12.85714286,1.580598323
11,1.547868533
10.8,1.503429115
13.85714286,1.496812549
10.71428571,1.530747055
11.85714286,1.643573521
10.85714286,1.677019527
12.57142857,1.512911586
13.28571429,1.458953726
12.85714286,1.475231933
12.42857143,1.24083247
13.33333333,1.012925249
14.85714286,1.263404012
14,1.448541974
16.14285714,1.73311152
18.6,1.692282377
15.85714286,1.616602996
16.85714286,1.597998519
16.85714286,1.785020595
18.71428571,1.704216528
18,1.766709622
17.14285714,1.756285963
16.85714286,1.712231785
16.71428571,1.829221222
18.25,1.907391571
16.71428571,1.802954676
15.85714286,1.428300174
17,1.782903021
15,1.369077554
14.28571429,1.442655583
15.57142857,1.647574169
14.57142857,1.417601848
16.57142857,1.158008625
16.5,1.450883313
10.71428571,1.738757631
11.14285714,1.556304448
10.71428571,1.599728947
9.75,1.48304947
11.85714286,1.750094185
12.28571429,1.51782314
6.428571429,2.029524655
6.428571429,1.81109162
5,0
0.285714286,0
7.285714286,0
6.2,0
8.571428571,0
6.142857143,0
7.142857143,0
6.4,0
10.28571429,0
10.85714286,0
11.14285714,0
11.85714286,0
14,0
9.571428571,0
7.714285714,0
12,0
12.66666667,0
13.14285714,0
13.85714286,0
13.42857143,0
14.5,0
14,0
14.42857143,4.68E-05
14.57142857,0.024692581
16.42857143,0.243968635
17,0.377196015
17.28571429,0.354036823
15.85714286,0.553437179
16.42857143,0.536584221
14.25,0.529551317
14.14285714,0.543659674
15.85714286,0.537792944
15.57142857,0.552451006
16.85714286,0.564477558
18.28571429,0.472928378
16.42857143,0.553391837
16.28571429,0.49620509
12.57142857,0.594980794
14.5,0.60881509
12.71428571,0.61754553
11.57142857,0.628250733
13.57142857,0.639858158
11.8,0.600693959
11.57142857,0.637553861
12.85714286,0.684959908
12,0.636834218
9.714285714,0.630123873
6.857142857,0.500202288
4.428571429,0.796631094
8.571428571,0.640083573
6,0.529857265
9.333333333,0.427672439
9.142857143,0.556498743
3.857142857,0.666816141
9.857142857,0.602093415
12,0.628335192
9,0.477526992
11.14285714,0.649406277
11.71428571,0.671509529
12.83333333,0.64639383
12.28571429,0.76234849
11.57142857,0.702016695
12.14285714,0.601042094
11.71428571,0.634799531
11,0.617935147
10.28571429,0.735345521
11.85714286,0.562011997
12.28571429,0.536105294
10,0.639788132
11.42857143,0.538294575
9.285714286,0.589782536
13,0.586863121
15.28571429,0.475475096
13.71428571,0.563828449
14.42857143,0.579789335
14.42857143,0.505448552
16.42857143,0.57295968
17,0.542926504
17.42857143,0.425505253
16.85714286,0.589627591
17,0.641937224
17.6,0.599162288
17.42857143,0.584892243
17.14285714,0.596615255
17.14285714,0.585876988
16.57142857,0.623314782
19,0.456511927
17.57142857,0.578057477
18,0.578486643
16.71428571,0.636842291
16,0.65021716
17.85714286,0.645550576
16,0.664801138
16.42857143,0.663890879
15.16666667,0.637905439
9,0.621393099
13.57142857,0.695972637
10.57142857,0.700613795
9.142857143,0.609384301
15,0.516674356
12.85714286,0.823239649
10.28571429,0.751265065
8.571428571,0.614834006
4.75,0.464232493
8.285714286,0.563766541
10.42857143,0.884326978
8.571428571,0.771605633
10.71428571,0.768817613
12.71428571,0.564736437
8.285714286,0.734662854
12.42857143,0.725040149
10.57142857,0.741289768
7.285714286,0.788935057
11.57142857,0.731037184
12.71428571,0.625417203
13.14285714,0.653634376
13.66666667,0.648517094
11,0.567912487
11,0.641242232
12,0.564272302
11.8,0.632060119
11,0.449094077
12.28571429,0.609179533
12,0.623365603
13.28571429,0.531584211
14,0.538491145
16.14285714,0.571460943
16.85714286,0.537041862
16.42857143,0.51650644
17.66666667,0.566708236
15.85714286,0.401239394
16.85714286,0.558076223
19.28571429,0.578317287
18.16666667,0.577693275
17.57142857,0.645349572
16.71428571,0.648103228
17.42857143,0.613883235
18.85714286,0.613614624
18.5,0.598574068
18,0.524082248
18.28571429,0.584910643
19.14285714,0.657333325
18,0.606622091
16.57142857,0.658132093
19.14285714,0.684380803
17,0.677454175
14.85714286,0.637530617
9,0.583411399
8.285714286,0.680270748
7.142857143,0.661357826
6,0.574480787
3,0.492564981
10.28571429,0.758356489
6.285714286,0.683722708
8.285714286,0.655472872
3.4,0.437980247
10,0.510041755
11,0.800648065
13.14285714,0.720633859
8,0.736984505
13,0.754253952
6.571428571,0.564972791
11.71428571,0.675091758
10,0.743666263
14,0.743644229
11,0.743732772
12.85714286,0.741992252
11,0.633079849
10.8,0.597003824
13.85714286,0.67809168
10.71428571,0.749235625
11.85714286,0.673960243
10.85714286,0.680992331
12.57142857,0.686629393
13.28571429,0.666257967
12.85714286,0.636134583
12.42857143,0.663848238
13.33333333,0.532508782
14.85714286,0.624510008
14,0.645541021
16.14285714,0.520695441
18.6,0.588305549
15.85714286,0.452495705
16.85714286,0.553029059
16.85714286,0.63451274
18.71428571,0.607568303
18,0.624812183
17.14285714,0.646156527
16.85714286,0.620612165
16.71428571,0.665003605
18.25,0.640769611
16.71428571,0.548052222
15.85714286,0.649012852
17,0.659670294
15,0.687306654
14.28571429,0.68499106
15.57142857,0.660641612
14.57142857,0.656153352
16.57142857,0.647426074
16.5,0.654621011
10.71428571,0.663162855
11.14285714,0.676120364
10.71428571,0.629534367
9.75,0.517129675
11.85714286,0.751941303
12.28571429,0.690059468
6.428571429,0.659697455
6.428571429,0.440173666
5,0.099006833
0.285714286,0.113584318
7.285714286,0.112049159
6.2,0.114391663
8.571428571,0.093800076
6.142857143,0.106905988
7.142857143,0.112737238
6.4,0.106249974
10.28571429,0.11005641
10.85714286,0.112803437
11.14285714,0.095982205
11.85714286,0.101675907
14,0.097799087
9.571428571,0.103193054
7.714285714,0.101456005
12,0.102738412
12.66666667,0.102152599
13.14285714,0.092895191
13.85714286,0.098228854
13.42857143,0.106916287
14.5,0.089818346
14,0.097767482
14.42857143,0.09180366
14.57142857,0.085746608
16.42857143,0.096757786
17,0.092449317
17.28571429,0.088745274
15.85714286,0.095324739
16.42857143,0.096076436
14.25,0.099932669
14.14285714,0.099113943
15.85714286,0.096949342
15.57142857,0.103598069
16.85714286,0.101430006
18.28571429,0.089758783
16.42857143,0.100897296
16.28571429,0.089899961
12.57142857,0.10711605
14.5,0.109428431
12.71428571,0.105583045
11.57142857,0.107541702
13.57142857,0.115339912
11.8,0.103162194
11.57142857,0.108821676
12.85714286,0.110821988
12,0.108974261
9.714285714,0.094994385
6.857142857,0.10040033
4.428571429,0.118950519
8.571428571,0.100661416
6,0.098845317
9.333333333,0.079634402
9.142857143,0.095064657
3.857142857,0.108276511
9.857142857,0.099180441
12,0.108863788
9,0.101145775
11.14285714,0.113181793
11.71428571,0.115143974
12.83333333,0.106848154
12.28571429,0.117414666
11.57142857,0.120686111
12.14285714,0.110955216
11.71428571,0.105605173
11,0.104512013
10.28571429,0.106841914
11.85714286,0.098200963
12.28571429,0.093510421
10,0.098654772
11.42857143,0.088828171
9.285714286,0.096205373
13,0.09498476
15.28571429,0.087018137
13.71428571,0.099618692
14.42857143,0.093041144
14.42857143,0.093002686
16.42857143,0.093217587
17,0.087491653
17.42857143,0.078504312
16.85714286,0.08951759
17,0.094593245
17.6,0.094056529
17.42857143,0.093318894
17.14285714,0.089045328
17.14285714,0.085811319
16.57142857,0.088665692
19,0.07461092
17.57142857,0.077359498
18,0.090177237
16.71428571,0.091600652
16,0.09098956
17.85714286,0.096893528
16,0.093184219
16.42857143,0.095644649
15.16666667,0.09765529
9,0.089674349
13.57142857,0.100062725
10.57142857,0.099865208
9.142857143,0.08948483
15,0.086108621
12.85714286,0.112112773
10.28571429,0.099255525
8.571428571,0.091109771
4.75,0.075841525
8.285714286,0.080941538
10.42857143,0.108736582
8.571428571,0.103424666
10.71428571,0.103597911
12.71428571,0.096611251
8.285714286,0.104411954
12.42857143,0.106930831
10.57142857,0.10379397
7.285714286,0.111301087
11.57142857,0.107638202
12.71428571,0.090541075
13.14285714,0.096171724
13.66666667,0.095671379
11,0.09708696
11,0.094591626
12,0.094631636
11.8,0.095352635
11,0.077966694
12.28571429,0.104015259
12,0.094358813
13.28571429,0.080411848
14,0.086018282
16.14285714,0.082486831
16.85714286,0.084232784
16.42857143,0.081727494
17.66666667,0.082373468
15.85714286,0.074387931
16.85714286,0.087247655
19.28571429,0.087851288
18.16666667,0.088516412
17.57142857,0.088412311
16.71428571,0.089654661
17.42857143,0.094444173
18.85714286,0.086018315
18.5,0.083689498
18,0.07588855
18.28571429,0.08403118
19.14285714,0.089952158
18,0.087619416
16.57142857,0.086597151
19.14285714,0.077904664
17,0.083637556
14.85714286,0.081160411
9,0.072196795
8.285714286,0.077281914
7.142857143,0.079984595
6,0.071567568
3,0.068620429
10.28571429,0.081310359
6.285714286,0.074951592
8.285714286,0.080745765
3.4,0.061871992
10,0.061929271
11,0.089153713
13.14285714,0.069831826
8,0.075182751
13,0.078139407
6.571428571,0.077066284
11.71428571,0.081402041
10,0.083877465
14,0.076767641
11,0.080450164
12.85714286,0.082518824
11,0.075708535
10.8,0.07522873
13.85714286,0.074583973
10.71428571,0.075943785
11.85714286,0.070810237
10.85714286,0.073381312
12.57142857,0.070306354
13.28571429,0.070821218
12.85714286,0.075974511
12.42857143,0.076633191
13.33333333,0.069304336
14.85714286,0.067139042
14,0.071720015
16.14285714,0.07015533
18.6,0.073086214
15.85714286,0.06821596
16.85714286,0.071266223
16.85714286,0.070583296
18.71428571,0.073966829
18,0.077824233
17.14285714,0.07114072
16.85714286,0.075377729
16.71428571,0.070144652
18.25,0.067692843
16.71428571,0.064662414
15.85714286,0.067313856
17,0.075024329
15,0.07404256
14.28571429,0.074864428
15.57142857,0.081564748
14.57142857,0.074927304
16.57142857,0.076271312
16.5,0.069368716
10.71428571,0.078464475
11.14285714,0.074596058
10.71428571,0.071984589
9.75,0.063978253
11.85714286,0.07889862
12.28571429,0.073366848
6.428571429,0.069858789
6.428571429,0.065637562
5,0
0.285714286,0
7.285714286,0
6.2,0
8.571428571,0
6.142857143,0
7.142857143,0
6.4,0
10.28571429,0
10.85714286,0
11.14285714,0
11.85714286,0
14,0
9.571428571,0
7.714285714,0
12,0
12.66666667,0
13.14285714,0
13.85714286,0
13.42857143,0
14.5,0
14,0
14.42857143,0
14.57142857,0
16.42857143,0
17,0
17.28571429,0
15.85714286,0
16.42857143,0
14.25,0
14.14285714,0
15.85714286,0
15.57142857,0
16.85714286,0
18.28571429,0
16.42857143,0
16.28571429,0
12.57142857,0
14.5,0
12.71428571,0
11.57142857,0
13.57142857,0
11.8,0
11.57142857,0
12.85714286,0
12,0
9.714285714,0
6.857142857,6.98E-05
4.428571429,0.000123037
8.571428571,0
6,7.47E-05
9.333333333,6.21E-05
9.142857143,8.36E-05
3.857142857,0
9.857142857,0
12,0
9,0
11.14285714,0
11.71428571,0
12.83333333,0
12.28571429,0
11.57142857,0
12.14285714,0.000168172
11.71428571,0
11,0.000180358
10.28571429,0
11.85714286,7.76E-05
12.28571429,0
10,0
11.42857143,0
9.285714286,0
13,0
15.28571429,0
13.71428571,0
14.42857143,0
14.42857143,0
16.42857143,0
17,0
17.42857143,0
16.85714286,0
17,0
17.6,0
17.42857143,0
17.14285714,0
17.14285714,0
16.57142857,0.002267076
19,0.003465138
17.57142857,0.001618346
18,0.001880477
16.71428571,0.002457952
16,0.015779689
17.85714286,0.017833838
16,0.010068283
16.42857143,0.015503741
15.16666667,0.018009636
9,0.024594227
13.57142857,0.038015634
10.57142857,0.044148489
9.142857143,0.039174143
15,0.043451229
12.85714286,0.043792948
10.28571429,0.050214705
8.571428571,0.038094594
4.75,0.036793233
8.285714286,0.038600632
10.42857143,0.062863023
8.571428571,0.051368265
10.71428571,0.044147287
12.71428571,0.033765095
8.285714286,0.050838585
12.42857143,0.062652742
10.57142857,0.047089875
7.285714286,0.059910709
11.57142857,0.043380545
12.71428571,0.04106288
13.14285714,0.050286691
13.66666667,0.041803081
11,0.038322519
11,0.05280239
12,0.049008492
11.8,0.0493922
11,0.043154213
12.28571429,0.050689019
12,0.050565059
13.28571429,0.040879049
14,0.043710172
16.14285714,0.038699687
16.85714286,0.036860623
16.42857143,0.041964844
17.66666667,0.040821335
15.85714286,0.047471047
16.85714286,0.039979272
19.28571429,0.040716887
18.16666667,0.039069509
17.57142857,0.047180074
16.71428571,0.041658814
17.42857143,0.044029152
18.85714286,0.048043006
18.5,0.041509163
18,0.038484103
18.28571429,0.04678042
19.14285714,0.044363215
18,0.044941854
16.57142857,0.048420369
19.14285714,0.064949959
17,0.056054013
14.85714286,0.050683632
9,0.056547206
8.285714286,0.055078355
7.142857143,0.056738797
6,0.040350835
3,0.046958694
10.28571429,0.051382843
6.285714286,0.047669742
8.285714286,0.041806035
3.4,0.038782909
10,0.037941598
11,0.040022166
13.14285714,0.042022435
8,0.035114209
13,0.038540345
6.571428571,0.036194861
11.71428571,0.040891218
10,0.036500554
14,0.035964063
11,0.036095801
12.85714286,0.031374363
11,0.03174503
10.8,0.023998941
13.85714286,0.027194882
10.71428571,0.022462741
11.85714286,0.01908463
10.85714286,0.018561639
12.57142857,0.011846373
13.28571429,0.014996644
12.85714286,0.015338878
12.42857143,0.012378851
13.33333333,0.010903289
14.85714286,0.013370062
14,0.015294574
16.14285714,0.015262819
18.6,0.009862158
15.85714286,0.019207226
16.85714286,0.015108918
16.85714286,0.0138426
18.71428571,0.018118382
18,0.009696843
17.14285714,0.016176958
16.85714286,0.017915175
16.71428571,0.021900158
18.25,0.011801961
16.71428571,0.014786827
15.85714286,0.015612769
17,0.015843212
15,0.011565334
14.28571429,0.014518632
15.57142857,0.01435147
14.57142857,0.010976452
16.57142857,0.016207902
16.5,0.009746529
10.71428571,0.011909431
11.14285714,0.012137551
10.71428571,0.01068018
9.75,0.010375565
11.85714286,0.010710544
12.28571429,0.011674342
6.428571429,0.009952355
6.428571429,0.017788096
5,0
0.285714286,0
7.285714286,0
6.2,0
8.571428571,0
6.142857143,0
7.142857143,0
6.4,0
10.28571429,0
10.85714286,0
11.14285714,0
11.85714286,0
14,0
9.571428571,0
7.714285714,0
12,0
12.66666667,0
13.14285714,0
13.85714286,0
13.42857143,0
14.5,0
14,0
14.42857143,0
14.57142857,0
16.42857143,0
17,0
17.28571429,0
15.85714286,0
16.42857143,0
14.25,0
14.14285714,0
15.85714286,0
15.57142857,0
16.85714286,0
18.28571429,0
16.42857143,0
16.28571429,0
12.57142857,0
14.5,0
12.71428571,0
11.57142857,0
13.57142857,0
11.8,0
11.57142857,0
12.85714286,0
12,0
9.714285714,0
6.857142857,0
4.428571429,0
8.571428571,0
6,0
9.333333333,0
9.142857143,0
3.857142857,0
9.857142857,0
12,0
9,0
11.14285714,0
11.71428571,0
12.83333333,0
12.28571429,0
11.57142857,0
12.14285714,0
11.71428571,0
11,0
10.28571429,0
11.85714286,0
12.28571429,0
10,0
11.42857143,0
9.285714286,0
13,0
15.28571429,0
13.71428571,0
14.42857143,0
14.42857143,0
16.42857143,0
17,0
17.42857143,0
16.85714286,0
17,0
17.6,0
17.42857143,0
17.14285714,0
17.14285714,0
16.57142857,0
19,0
17.57142857,0
18,0
16.71428571,0
16,0
17.85714286,0
16,0
16.42857143,0
15.16666667,0
9,0
13.57142857,0
10.57142857,0
9.142857143,0
15,0
12.85714286,0
10.28571429,0
8.571428571,0
4.75,0
8.285714286,0
10.42857143,0
8.571428571,0
10.71428571,0
12.71428571,0
8.285714286,0
12.42857143,0
10.57142857,0
7.285714286,0
11.57142857,0
12.71428571,0
13.14285714,0
13.66666667,0
11,0
11,0
12,0
11.8,0
11,0
12.28571429,0
12,0
13.28571429,0
14,0
16.14285714,0
16.85714286,0
16.42857143,0
17.66666667,0
15.85714286,0
16.85714286,0.001567194
19.28571429,0.004683136
18.16666667,0
17.57142857,0
16.71428571,0.001037822
17.42857143,0.003217595
18.85714286,0.004093537
18.5,0.001472355
18,0.002343505
18.28571429,0.002226327
19.14285714,0.002003546
18,0.000489045
16.57142857,0.00249584
19.14285714,0.004423009
17,0.004520054
14.85714286,0.009082634
9,0.018191649
8.285714286,0.030365923
7.142857143,0.036928035
6,0.036423157
3,0.040395828
10.28571429,0.047061994
6.285714286,0.056812276
8.285714286,0.050253664
3.4,0.036292319
10,0.039752748
11,0.043913495
13.14285714,0.044215538
8,0.039773971
13,0.0446312
6.571428571,0.034494791
11.71428571,0.053579382
10,0.051977397
14,0.050242618
11,0.04452608
12.85714286,0.044485597
11,0.044722823
10.8,0.04439702
13.85714286,0.053503654
10.71428571,0.047775965
11.85714286,0.045260751
10.85714286,0.040746951
12.57142857,0.042090699
13.28571429,0.045503943
12.85714286,0.0454457
12.42857143,0.046610419
13.33333333,0.03914611
14.85714286,0.044903077
14,0.042094585
16.14285714,0.046283069
18.6,0.044793119
15.85714286,0.037512726
16.85714286,0.048742982
16.85714286,0.05254391
18.71428571,0.048041998
18,0.053469452
17.14285714,0.053580461
16.85714286,0.051410547
16.71428571,0.04243991
18.25,0.044873064
16.71428571,0.038006852
15.85714286,0.043462189
17,0.041943439
15,0.043850199
14.28571429,0.047034805
15.57142857,0.046737804
14.57142857,0.045930146
16.57142857,0.040764795
16.5,0.03832467
10.71428571,0.046872921
11.14285714,0.043597616
10.71428571,0.038846337
9.75,0.034396617
11.85714286,0.04001672
12.28571429,0.037745693
6.428571429,0.034159046
6.428571429,0.034038605
5,0
0.285714286,0
7.285714286,0
6.2,0
8.571428571,0
6.142857143,0
7.142857143,0
6.4,0
10.28571429,0
10.85714286,0
11.14285714,0
11.85714286,0
14,0
9.571428571,0
7.714285714,0
12,0
12.66666667,0
13.14285714,0
13.85714286,0
13.42857143,0
14.5,0
14,0
14.42857143,0
14.57142857,0.001274631
16.42857143,0.011326097
17,0.028080909
17.28571429,0.034413674
15.85714286,0.050673612
16.42857143,0.054599882
14.25,0.054904937
14.14285714,0.051630846
15.85714286,0.058893658
15.57142857,0.05882235
16.85714286,0.046264172
18.28571429,0.04644397
16.42857143,0.061121013
16.28571429,0.061920821
12.57142857,0.065453564
14.5,0.075205247
12.71428571,0.070438524
11.57142857,0.069502202
13.57142857,0.066427276
11.8,0.06469688
11.57142857,0.065354504
12.85714286,0.072820177
12,0.063420219
9.714285714,0.056916181
6.857142857,0.052465802
4.428571429,0.065963605
8.571428571,0.056318566
6,0.051046285
9.333333333,0.0450191
9.142857143,0.059977807
3.857142857,0.066111361
9.857142857,0.060280806
12,0.060763655
9,0.050519233
11.14285714,0.066982834
11.71428571,0.069286046
12.83333333,0.062937799
12.28571429,0.071538345
11.57142857,0.068090713
12.14285714,0.063098381
11.71428571,0.067290645
11,0.067151945
10.28571429,0.080684338
11.85714286,0.072579228
12.28571429,0.06521309
10,0.074850602
11.42857143,0.074036881
9.285714286,0.078005599
13,0.07790189
15.28571429,0.056016204
13.71428571,0.072280116
14.42857143,0.080334554
14.42857143,0.067886555
16.42857143,0.070189816
17,0.074329035
17.42857143,0.063960458
16.85714286,0.089866983
17,0.081794972
17.6,0.082132829
17.42857143,0.083801395
17.14285714,0.093501244
17.14285714,0.090070247
16.57142857,0.099420287
19,0.083444487
17.57142857,0.100434566
18,0.103479209
16.71428571,0.115603549
16,0.10784036
17.85714286,0.110778844
16,0.117484582
16.42857143,0.114732057
15.16666667,0.110415064
9,0.097644644
13.57142857,0.121672902
10.57142857,0.107097898
9.142857143,0.08861806
15,0.085005132
12.85714286,0.108753314
10.28571429,0.105545919
8.571428571,0.092162908
4.75,0.073364773
8.285714286,0.088319673
10.42857143,0.111326739
8.571428571,0.09251963
10.71428571,0.099344236
12.71428571,0.079050012
8.285714286,0.098281063
12.42857143,0.103092068
10.57142857,0.105996469
7.285714286,0.112528996
11.57142857,0.111294303
12.71428571,0.098951179
13.14285714,0.090897819
13.66666667,0.104051074
11,0.093085577
11,0.098666559
12,0.095197869
11.8,0.101427077
11,0.084362164
12.28571429,0.103740299
12,0.106428902
13.28571429,0.086850543
14,0.095800091
16.14285714,0.101035089
16.85714286,0.087605971
16.42857143,0.088427429
17.66666667,0.095617577
15.85714286,0.075563125
16.85714286,0.095709177
19.28571429,0.098270094
18.16666667,0.097996761
17.57142857,0.106567502
16.71428571,0.103772489
17.42857143,0.106839685
18.85714286,0.107053265
18.5,0.10390597
18,0.083640164
18.28571429,0.104940634
19.14285714,0.104322055
18,0.112113285
16.57142857,0.109368946
19.14285714,0.115533594
17,0.102432211
14.85714286,0.100274942
9,0.087684208
8.285714286,0.099499943
7.142857143,0.100791588
6,0.091854428
3,0.078600726
10.28571429,0.117640761
6.285714286,0.10317062
8.285714286,0.092223333
3.4,0.06604614
10,0.0753465
11,0.097425486
13.14285714,0.10127474
8,0.098580387
13,0.090662955
6.571428571,0.078198773
11.71428571,0.094522986
10,0.096799335
14,0.102989081
11,0.100814363
12.85714286,0.103025578
11,0.088847394
10.8,0.086399222
13.85714286,0.088253335
10.71428571,0.111431719
11.85714286,0.095283126
