 Average of Dew PointC ,Unit Sales
11,3550
12,3935
11.8,3250
11,4665
12.28571429,3458
12,3328
13.28571429,4264
14,4346
16.14285714,3985
16.85714286,4224
16.42857143,5067
17.66666667,4519
15.85714286,6753
16.85714286,3792
19.28571429,4195
18.16666667,4375
17.57142857,4405
16.71428571,4233
17.42857143,4670
18.85714286,3999
18.5,4670
18,4843
18.28571429,4494
19.14285714,3906
18,3941
16.57142857,3322
19.14285714,3484
17,3015
14.85714286,2630
9,2952
8.285714286,2467
7.142857143,2352
6,2519
3,2782
10.28571429,2021
6.285714286,1980
8.285714286,1947
3.4,2505
10,2399
11,1784
13.14285714,2005
8,2107
13,2160
6.571428571,3563
11.71428571,3076
10,2388
14,2622
11,2468
12.85714286,2366
11,2904
10.8,3070
13.85714286,2913
10.71428571,2342
11.85714286,2985
10.85714286,3271
12.57142857,2777
13.28571429,3072
12.85714286,2886
12.42857143,2849
13.33333333,3981
14.85714286,4142
14,3362
16.14285714,4168
18.6,3982
15.85714286,5077
16.85714286,4113
16.85714286,3537
18.71428571,4069
18,3648
17.14285714,3413
16.85714286,3659
16.71428571,3677
18.25,3060
16.71428571,3792
15.85714286,3182
17,2993
15,3120
14.28571429,3166
15.57142857,2890
14.57142857,2754
16.57142857,2800
16.5,2419
10.71428571,2565
11.14285714,2733
10.71428571,2362
9.75,2549
11.85714286,1663
12.28571429,1748
6.428571429,1774
6.428571429,2455
5,4782
0.285714286,3238
7.285714286,3524
6.2,3155
8.571428571,6161
6.142857143,5113
7.142857143,4250
6.4,4260
10.28571429,4915
10.85714286,4519
11.14285714,5229
11.85714286,5022
14,5512
9.571428571,4642
7.714285714,3843
12,5328
12.66666667,6207
13.14285714,11501
13.85714286,9839
13.42857143,7907
14.5,10895
14,10280
14.42857143,8161
14.57142857,9692
16.42857143,8575
17,10790
17.28571429,20366
15.85714286,8376
16.42857143,8211
14.25,8340
14.14285714,7495
15.85714286,7436
15.57142857,7554
16.85714286,7172
18.28571429,10585
16.42857143,8346
16.28571429,7765
12.57142857,5611
14.5,4711
12.71428571,4485
11.57142857,4012
13.57142857,4528
11.8,4300
11.57142857,3725
12.85714286,3035
12,2821
9.714285714,2732
6.857142857,4622
4.428571429,2248
8.571428571,2425
6,3582
9.333333333,5074
9.142857143,3822
3.857142857,2524
9.857142857,2831
12,2720
9,4526
11.14285714,2816
11.71428571,3112
12.83333333,2871
12.28571429,2233
11.57142857,2829
12.14285714,3172
11.71428571,2822
11,2665
10.28571429,2724
11.85714286,3199
12.28571429,3357
10,3211
11.42857143,4568
9.285714286,4130
13,3961
15.28571429,5165
13.71428571,4713
14.42857143,4078
14.42857143,4861
16.42857143,4798
17,4724
17.42857143,9110
16.85714286,4102
17,3724
17.6,4448
17.42857143,4233
17.14285714,4371
17.14285714,4066
16.57142857,3768
19,5945
17.57142857,3905
18,3973
16.71428571,3100
16,2861
17.85714286,3184
16,2540
16.42857143,2518
15.16666667,2484
9,2660
13.57142857,2182
10.57142857,2237
9.142857143,2517
15,3364
12.85714286,1859
10.28571429,1705
8.571428571,2101
4.75,3172
8.285714286,2652
10.42857143,1529
8.571428571,1748
10.71428571,1569
12.71428571,2630
8.285714286,2113
12.42857143,2143
10.57142857,1890
7.285714286,1732
11.57142857,1900
12.71428571,2472
13.14285714,2158
13.66666667,2451
11,2915
11,2414
12,2583
11.8,2770
11,4878
12.28571429,2604
12,2303
13.28571429,3329
14,2872
16.14285714,2809
16.85714286,3174
16.42857143,3613
17.66666667,3443
15.85714286,5905
16.85714286,2552
19.28571429,2833
18.16666667,3168
17.57142857,2965
16.71428571,2708
17.42857143,2915
18.85714286,2825
18.5,2676
18,4003
18.28571429,2860
19.14285714,2402
18,2590
16.57142857,2386
19.14285714,3436
17,2713
14.85714286,2455
9,2535
8.285714286,1734
7.142857143,1928
6,1997
3,2196
10.28571429,1571
6.285714286,1482
8.285714286,1756
3.4,2020
10,2270
11,1100
13.14285714,1159
8,1198
13,1388
6.571428571,2203
11.71428571,1955
10,1639
14,1797
11,1642
12.85714286,1470
11,1806
10.8,2185
13.85714286,1852
10.71428571,1548
11.85714286,2304
10.85714286,2305
12.57142857,2123
13.28571429,2242
12.85714286,2223
12.42857143,2070
13.33333333,3087
14.85714286,2863
14,2569
16.14285714,3141
18.6,3223
15.85714286,5032
16.85714286,3167
16.85714286,2480
18.71428571,2944
18,2864
17.14285714,2630
16.85714286,2475
16.71428571,2326
18.25,2148
16.71428571,3060
15.85714286,2245
17,2138
15,1967
14.28571429,1971
15.57142857,1841
14.57142857,1815
16.57142857,1861
16.5,1921
10.71428571,1797
11.14285714,1640
10.71428571,1589
9.75,1923
11.85714286,1167
12.28571429,1397
6.428571429,1309
6.428571429,1835
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,58
16.42857143,437
17,1585
17.28571429,3614
15.85714286,3472
16.42857143,4424
14.25,5377
14.14285714,5851
15.85714286,5996
15.57142857,5909
16.85714286,5934
18.28571429,6548
16.42857143,6665
16.28571429,5974
12.57142857,5014
14.5,5023
12.71428571,5732
11.57142857,5686
13.57142857,5342
11.8,4854
11.57142857,5466
12.85714286,5376
12,5084
9.714285714,4635
6.857142857,5884
4.428571429,4338
8.571428571,4655
6,4521
9.333333333,4852
9.142857143,5659
3.857142857,4519
9.857142857,4668
12,4929
9,4724
11.14285714,5167
11.71428571,4750
12.83333333,5055
12.28571429,4738
11.57142857,5328
12.14285714,5440
11.71428571,6051
11,5115
10.28571429,5911
11.85714286,5885
12.28571429,5997
10,5586
11.42857143,6982
9.285714286,7042
13,7402
15.28571429,6831
13.71428571,7474
14.42857143,7609
14.42857143,7588
16.42857143,7098
17,6868
17.42857143,8628
16.85714286,6781
17,7052
17.6,7316
17.42857143,6604
17.14285714,6606
17.14285714,6593
16.57142857,6434
19,7729
17.57142857,8139
18,7603
16.71428571,7008
16,6699
17.85714286,6607
16,6650
16.42857143,5746
15.16666667,5395
9,5376
13.57142857,5747
10.57142857,5109
9.142857143,5202
15,5580
12.85714286,4173
10.28571429,4183
8.571428571,4177
4.75,4557
8.285714286,5145
10.42857143,4219
8.571428571,4060
10.71428571,4302
12.71428571,4948
8.285714286,4880
12.42857143,4878
10.57142857,4705
7.285714286,4447
11.57142857,4865
12.71428571,5171
13.14285714,5116
13.66666667,5367
11,5673
11,5339
12,5574
11.8,4834
11,5742
12.28571429,4997
12,4752
13.28571429,5230
14,5608
16.14285714,5605
16.85714286,5699
16.42857143,6003
17.66666667,5792
15.85714286,7725
16.85714286,5609
19.28571429,6007
18.16666667,6206
17.57142857,6623
16.71428571,6076
17.42857143,6640
18.85714286,5791
18.5,5960
18,6385
18.28571429,6388
19.14285714,5654
18,5742
16.57142857,5793
19.14285714,6131
17,5701
14.85714286,5348
9,5549
8.285714286,4670
7.142857143,4697
6,4493
3,4871
10.28571429,3995
6.285714286,4189
8.285714286,3966
3.4,4230
10,4476
11,3625
13.14285714,4125
8,4531
13,4403
6.571428571,5210
11.71428571,5444
10,5116
14,5336
11,5400
12.85714286,5031
11,5321
10.8,5753
13.85714286,5935
10.71428571,5093
11.85714286,5443
10.85714286,5753
12.57142857,5504
13.28571429,6318
12.85714286,5689
12.42857143,5630
13.33333333,6441
14.85714286,6446
14,6271
16.14285714,6630
18.6,6687
15.85714286,7535
16.85714286,7408
16.85714286,6745
18.71428571,6963
18,7220
17.14285714,7191
16.85714286,6493
16.71428571,6380
18.25,6126
16.71428571,6774
15.85714286,6438
17,5954
15,5607
14.28571429,5990
15.57142857,5689
14.57142857,5633
16.57142857,5148
16.5,4744
10.71428571,5143
11.14285714,5191
10.71428571,4566
9.75,4929
11.85714286,4512
12.28571429,4055
6.428571429,3487
6.428571429,4148
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,43
9,223
11.14285714,378
11.71428571,2439
12.83333333,3737
12.28571429,3760
11.57142857,4224
12.14285714,4687
11.71428571,4474
11,4116
10.28571429,4255
11.85714286,4647
12.28571429,5346
10,5340
11.42857143,6331
9.285714286,5599
13,5494
15.28571429,6682
13.71428571,5986
14.42857143,5550
14.42857143,6164
16.42857143,5769
17,5360
17.42857143,10820
16.85714286,4644
17,4180
17.6,5070
17.42857143,4489
17.14285714,4963
17.14285714,4432
16.57142857,4308
19,6555
17.57142857,4373
18,4082
16.71428571,3449
16,2842
17.85714286,3105
16,2768
16.42857143,2453
15.16666667,2522
9,2784
13.57142857,2279
10.57142857,2250
9.142857143,2303
15,3345
12.85714286,1679
10.28571429,1814
8.571428571,2076
4.75,3202
8.285714286,2678
10.42857143,1259
8.571428571,1973
10.71428571,1610
12.71428571,2277
8.285714286,2131
12.42857143,2152
10.57142857,1901
7.285714286,1661
11.57142857,1732
12.71428571,2059
13.14285714,2273
13.66666667,2344
11,2867
11,2182
12,2512
11.8,2501
11,4445
12.28571429,2539
12,2324
13.28571429,2917
14,2869
16.14285714,2596
16.85714286,2832
16.42857143,3173
17.66666667,3173
15.85714286,5855
16.85714286,2608
19.28571429,2534
18.16666667,2841
17.57142857,2710
16.71428571,2728
17.42857143,2676
18.85714286,2585
18.5,2271
18,3231
18.28571429,2412
19.14285714,1940
18,2006
16.57142857,1912
19.14285714,2737
17,2177
14.85714286,1898
9,2155
8.285714286,1681
7.142857143,1536
6,1906
3,2020
10.28571429,1209
6.285714286,1281
8.285714286,1422
3.4,2027
10,1850
11,842
13.14285714,1170
8,912
13,1266
6.571428571,1717
11.71428571,1547
10,1288
14,1331
11,1352
12.85714286,1097
11,1324
10.8,1479
13.85714286,1428
10.71428571,1169
11.85714286,1583
10.85714286,1622
12.57142857,1341
13.28571429,1586
12.85714286,1433
12.42857143,1392
13.33333333,1968
14.85714286,1781
14,1546
16.14285714,1775
18.6,1788
15.85714286,2782
16.85714286,2279
16.85714286,1415
18.71428571,1629
18,1639
17.14285714,1437
16.85714286,1361
16.71428571,1318
18.25,1218
16.71428571,1649
15.85714286,1266
17,1278
15,1104
14.28571429,1389
15.57142857,1081
14.57142857,902
16.57142857,952
16.5,880
10.71428571,1033
11.14285714,882
10.71428571,844
9.75,1276
11.85714286,566
12.28571429,586
6.428571429,639
6.428571429,903
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,21
9,198
11.14285714,237
11.71428571,2077
12.83333333,2611
12.28571429,3006
11.57142857,3495
12.14285714,3946
11.71428571,3595
11,3151
10.28571429,3511
11.85714286,3810
12.28571429,4055
10,4052
11.42857143,4913
9.285714286,4493
13,4631
15.28571429,5453
13.71428571,4861
14.42857143,4576
14.42857143,5359
16.42857143,4664
17,4417
17.42857143,9200
16.85714286,4220
17,3700
17.6,4061
17.42857143,3911
17.14285714,4133
17.14285714,4039
16.57142857,3783
19,5584
17.57142857,3701
18,3327
16.71428571,3059
16,2546
17.85714286,2554
16,2449
16.42857143,2170
15.16666667,2193
9,2334
13.57142857,2145
10.57142857,2072
9.142857143,2167
15,3342
12.85714286,1538
10.28571429,1545
8.571428571,1970
4.75,2724
8.285714286,2568
10.42857143,1114
8.571428571,1496
10.71428571,1515
12.71428571,1909
8.285714286,1919
12.42857143,1763
10.57142857,1509
7.285714286,1295
11.57142857,1619
12.71428571,1781
13.14285714,1689
13.66666667,1958
11,2428
11,2113
12,2025
11.8,2274
11,3927
12.28571429,2235
12,2219
13.28571429,2942
14,2537
16.14285714,2550
16.85714286,2350
16.42857143,2827
17.66666667,2890
15.85714286,5055
16.85714286,2157
19.28571429,2307
18.16666667,2584
17.57142857,2534
16.71428571,2341
17.42857143,2431
18.85714286,2194
18.5,2019
18,3157
18.28571429,2454
19.14285714,2112
18,1902
16.57142857,1752
19.14285714,2206
17,1791
14.85714286,1402
9,1650
8.285714286,1248
7.142857143,1334
6,1368
3,1657
10.28571429,919
6.285714286,1025
8.285714286,1048
3.4,1598
10,1668
11,837
13.14285714,803
8,822
13,793
6.571428571,1261
11.71428571,1365
10,862
14,910
11,990
12.85714286,900
11,1014
10.8,1112
13.85714286,1210
10.71428571,1058
11.85714286,1188
10.85714286,1296
12.57142857,1222
13.28571429,1224
12.85714286,1171
12.42857143,1065
13.33333333,1611
14.85714286,1615
14,1355
16.14285714,1528
18.6,1648
15.85714286,2589
16.85714286,1929
16.85714286,1316
18.71428571,1381
18,1520
17.14285714,1242
16.85714286,1357
16.71428571,1188
18.25,1076
16.71428571,1528
15.85714286,1124
17,1109
15,1101
14.28571429,978
15.57142857,869
14.57142857,861
16.57142857,966
16.5,942
10.71428571,896
11.14285714,979
10.71428571,755
9.75,1041
11.85714286,544
12.28571429,598
6.428571429,670
6.428571429,743
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,421
12.85714286,2366
12,4402
9.714285714,4966
6.857142857,6179
4.428571429,3645
8.571428571,3098
6,4076
9.333333333,1824
9.142857143,1605
3.857142857,2299
9.857142857,3182
12,2494
9,2559
11.14285714,1122
11.71428571,572
12.83333333,334
12.28571429,182
11.57142857,102
12.14285714,67
11.71428571,42
11,25
10.28571429,21
11.85714286,23
12.28571429,18
10,5
11.42857143,14
9.285714286,2
13,3
15.28571429,2
13.71428571,5
14.42857143,
14.42857143,2
16.42857143,2
17,
17.42857143,
16.85714286,
17,
17.6,321
17.42857143,1429
17.14285714,2402
17.14285714,2943
16.57142857,2651
19,3134
17.57142857,2926
18,2550
16.71428571,2120
16,1814
17.85714286,2191
16,2087
16.42857143,1757
15.16666667,2049
9,2095
13.57142857,1875
10.57142857,1991
9.142857143,2774
15,4577
12.85714286,2733
10.28571429,3045
8.571428571,3333
4.75,4541
8.285714286,3690
10.42857143,2041
8.571428571,2143
10.71428571,1933
12.71428571,2461
8.285714286,2080
12.42857143,2177
10.57142857,1702
7.285714286,2110
11.57142857,2960
12.71428571,3754
13.14285714,3558
13.66666667,3906
11,4483
11,3522
12,3864
11.8,3770
11,6636
12.28571429,3113
12,2848
13.28571429,3753
14,3319
16.14285714,2997
16.85714286,3372
16.42857143,3630
17.66666667,3383
15.85714286,5778
16.85714286,2471
19.28571429,2625
18.16666667,2669
17.57142857,2628
16.71428571,2299
17.42857143,2337
18.85714286,2200
18.5,1882
18,2287
18.28571429,1769
19.14285714,1364
18,1258
16.57142857,1222
19.14285714,1907
17,1520
14.85714286,1107
9,1301
8.285714286,909
7.142857143,1027
6,1342
3,1440
10.28571429,931
6.285714286,1075
8.285714286,1479
3.4,1640
10,1575
11,782
13.14285714,776
8,764
13,786
6.571428571,1115
11.71428571,1029
10,820
14,1181
11,1739
12.85714286,1717
11,2235
10.8,3117
13.85714286,2781
10.71428571,2252
11.85714286,3139
10.85714286,2939
12.57142857,2693
13.28571429,3219
12.85714286,2882
12.42857143,2359
13.33333333,4165
14.85714286,4267
14,3301
16.14285714,3743
18.6,3667
15.85714286,4745
16.85714286,2956
16.85714286,3093
18.71428571,3165
18,2994
17.14285714,2723
16.85714286,2531
16.71428571,2419
18.25,2082
16.71428571,2728
15.85714286,1946
17,1832
15,1639
14.28571429,1654
15.57142857,1478
14.57142857,1192
16.57142857,1220
16.5,1173
10.71428571,1088
11.14285714,1001
10.71428571,897
9.75,1018
11.85714286,659
12.28571429,610
6.428571429,614
6.428571429,930
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,306
14,7195
9.571428571,9559
7.714285714,9343
12,10564
12.66666667,10512
13.14285714,16850
13.85714286,15338
13.42857143,13059
14.5,17025
14,14652
14.42857143,12117
14.57142857,13942
16.42857143,12711
17,15140
17.28571429,25951
15.85714286,11613
16.42857143,11934
14.25,11477
14.14285714,10857
15.85714286,10854
15.57142857,9848
16.85714286,9906
18.28571429,13849
16.42857143,11756
16.28571429,10775
12.57142857,7469
14.5,6364
12.71428571,6367
11.57142857,5887
13.57142857,6015
11.8,5859
11.57142857,4588
12.85714286,4035
12,3826
9.714285714,3868
6.857142857,6608
4.428571429,2872
8.571428571,3823
6,5157
9.333333333,8134
9.142857143,5846
3.857142857,3349
9.857142857,3986
12,3592
9,5863
11.14285714,4187
11.71428571,4228
12.83333333,3840
12.28571429,3070
11.57142857,3371
12.14285714,3691
11.71428571,3544
11,3133
10.28571429,3447
11.85714286,3883
12.28571429,4358
10,4033
11.42857143,5148
9.285714286,4719
13,4818
15.28571429,6094
13.71428571,5389
14.42857143,4655
14.42857143,5291
16.42857143,5177
17,4851
17.42857143,10949
16.85714286,4565
17,4156
17.6,4758
17.42857143,4521
17.14285714,4619
17.14285714,4490
16.57142857,3955
19,6245
17.57142857,4260
18,3831
16.71428571,3334
16,2763
17.85714286,2994
16,2705
16.42857143,2408
15.16666667,2517
9,2469
13.57142857,2403
10.57142857,2177
9.142857143,2306
15,3879
12.85714286,1805
10.28571429,1701
8.571428571,2230
4.75,3669
8.285714286,3151
10.42857143,1538
8.571428571,1701
10.71428571,1505
12.71428571,2445
8.285714286,2371
12.42857143,2080
10.57142857,1856
7.285714286,1784
11.57142857,1852
12.71428571,2443
13.14285714,2347
13.66666667,2800
11,3583
11,2930
12,2770
11.8,2731
11,5437
12.28571429,2941
12,2723
13.28571429,3530
14,3133
16.14285714,2917
16.85714286,3219
16.42857143,3692
17.66666667,3608
15.85714286,6667
16.85714286,2803
19.28571429,2784
18.16666667,3164
17.57142857,3323
16.71428571,3041
17.42857143,2923
18.85714286,3187
18.5,2821
18,3814
18.28571429,2809
19.14285714,2242
18,2600
16.57142857,2375
19.14285714,3268
17,2457
14.85714286,2220
9,2456
8.285714286,2029
7.142857143,1790
6,2199
3,2626
10.28571429,1543
6.285714286,1533
8.285714286,1583
3.4,2685
10,2692
11,1109
13.14285714,1313
8,1185
13,1202
6.571428571,2078
11.71428571,1944
10,1525
14,1727
11,1661
12.85714286,1428
11,1720
10.8,2300
13.85714286,2038
10.71428571,1450
11.85714286,2017
10.85714286,2693
12.57142857,2327
13.28571429,2370
12.85714286,2432
12.42857143,1997
13.33333333,3119
14.85714286,3025
14,2584
16.14285714,3158
18.6,3302
15.85714286,4913
16.85714286,3583
16.85714286,2740
18.71428571,2804
18,2744
17.14285714,2625
16.85714286,2663
16.71428571,2327
18.25,2036
16.71428571,2924
15.85714286,2584
17,2354
15,2194
14.28571429,2137
15.57142857,2015
14.57142857,1899
16.57142857,2019
16.5,2197
10.71428571,1856
11.14285714,1932
10.71428571,1732
9.75,2528
11.85714286,1189
12.28571429,1345
6.428571429,1370
6.428571429,2049
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,5
14.57142857,
16.42857143,60
17,653
17.28571429,1497
15.85714286,2106
16.42857143,4434
14.25,5118
14.14285714,5408
15.85714286,5786
15.57142857,5624
16.85714286,5638
18.28571429,6390
16.42857143,6763
16.28571429,5575
12.57142857,4066
14.5,4559
12.71428571,5123
11.57142857,4467
13.57142857,4533
11.8,4186
11.57142857,4747
12.85714286,5139
12,4552
9.714285714,4393
6.857142857,4826
4.428571429,3921
8.571428571,3839
6,4181
9.333333333,5107
9.142857143,4739
3.857142857,4004
9.857142857,4312
12,3746
9,3826
11.14285714,4055
11.71428571,4091
12.83333333,3822
12.28571429,3826
11.57142857,4206
12.14285714,4721
11.71428571,4806
11,4640
10.28571429,5155
11.85714286,5977
12.28571429,5911
10,6187
11.42857143,7484
9.285714286,7495
13,7702
15.28571429,8319
13.71428571,8589
14.42857143,8688
14.42857143,8832
16.42857143,8716
17,8716
17.42857143,11689
16.85714286,8796
17,8876
17.6,8922
17.42857143,8590
17.14285714,8905
17.14285714,7945
16.57142857,7974
19,8968
17.57142857,8797
18,8639
16.71428571,8122
16,7525
17.85714286,7876
16,7633
16.42857143,6937
15.16666667,6769
9,6804
13.57142857,6283
10.57142857,6136
9.142857143,5929
15,6618
12.85714286,5190
10.28571429,4977
8.571428571,4974
4.75,5203
8.285714286,6150
10.42857143,4859
8.571428571,5176
10.71428571,5196
12.71428571,5765
8.285714286,5797
12.42857143,5942
10.57142857,5076
7.285714286,5202
11.57142857,5403
12.71428571,5879
13.14285714,5769
13.66666667,6156
11,6398
11,5786
12,5807
11.8,5261
11,6383
12.28571429,5440
12,5390
13.28571429,5675
14,6141
16.14285714,6438
16.85714286,6113
16.42857143,6536
17.66666667,6844
15.85714286,8696
16.85714286,6074
19.28571429,6162
18.16666667,7026
17.57142857,7602
16.71428571,7173
17.42857143,6797
18.85714286,6288
18.5,6606
18,6972
18.28571429,6832
19.14285714,6203
18,6265
16.57142857,6391
19.14285714,6718
17,6234
14.85714286,5815
9,6641
8.285714286,5451
7.142857143,5344
6,5137
3,5452
10.28571429,4656
6.285714286,4624
8.285714286,5044
3.4,4856
10,5841
11,4620
13.14285714,4769
8,4864
13,5355
6.571428571,5844
11.71428571,5981
10,5668
14,6083
11,5861
12.85714286,5781
11,6381
10.8,6559
13.85714286,6511
10.71428571,6161
11.85714286,6725
10.85714286,6826
12.57142857,6705
13.28571429,7258
12.85714286,6608
12.42857143,6294
13.33333333,7332
14.85714286,7678
14,7367
16.14285714,7774
18.6,7601
15.85714286,8671
16.85714286,8848
16.85714286,7366
18.71428571,7480
18,7843
17.14285714,8036
16.85714286,7825
16.71428571,7218
18.25,6578
16.71428571,7996
15.85714286,7244
17,6130
15,6724
14.28571429,6860
15.57142857,6406
14.57142857,6073
16.57142857,5909
16.5,5792
10.71428571,5754
11.14285714,5554
10.71428571,5242
9.75,5245
11.85714286,4562
12.28571429,4406
6.428571429,4398
6.428571429,4767
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,7
14.57142857,30
16.42857143,104
17,125
17.28571429,181
15.85714286,161
16.42857143,193
14.25,227
14.14285714,246
15.85714286,271
15.57142857,322
16.85714286,367
18.28571429,475
16.42857143,405
16.28571429,455
12.57142857,419
14.5,465
12.71428571,506
11.57142857,556
13.57142857,540
11.8,722
11.57142857,810
12.85714286,934
12,779
9.714285714,850
6.857142857,1173
4.428571429,628
8.571428571,744
6,1209
9.333333333,1258
9.142857143,742
3.857142857,646
9.857142857,811
12,721
9,1160
11.14285714,814
11.71428571,1261
12.83333333,1281
12.28571429,1032
11.57142857,1190
12.14285714,1348
11.71428571,1133
11,1347
10.28571429,1286
11.85714286,1247
12.28571429,1501
10,1291
11.42857143,1622
9.285714286,1365
13,1551
15.28571429,1813
13.71428571,1756
14.42857143,1580
14.42857143,1851
16.42857143,1647
17,1679
17.42857143,2521
16.85714286,1688
17,1512
17.6,1510
17.42857143,1497
17.14285714,1577
17.14285714,1638
16.57142857,1579
19,1857
17.57142857,1523
18,1607
16.71428571,1407
16,1484
17.85714286,1806
16,1471
16.42857143,1589
15.16666667,1446
9,1632
13.57142857,1552
10.57142857,1430
9.142857143,1567
15,1925
12.85714286,1390
10.28571429,1329
8.571428571,1230
4.75,1524
8.285714286,1745
10.42857143,1233
8.571428571,1313
10.71428571,1230
12.71428571,1778
8.285714286,1437
12.42857143,1486
10.57142857,1202
7.285714286,1218
11.57142857,1339
12.71428571,1550
13.14285714,1509
13.66666667,1677
11,1781
11,1594
12,1611
11.8,1204
11,1596
12.28571429,1176
12,1189
13.28571429,1471
14,1504
16.14285714,1562
16.85714286,1435
16.42857143,1866
17.66666667,1511
15.85714286,2194
16.85714286,1431
19.28571429,1485
18.16666667,1671
17.57142857,1606
16.71428571,1566
17.42857143,1605
18.85714286,1553
18.5,1542
18,1753
18.28571429,1568
19.14285714,1599
18,1445
16.57142857,1413
19.14285714,1485
17,1400
14.85714286,1311
9,1482
8.285714286,1221
7.142857143,1246
6,1297
3,1559
10.28571429,1208
6.285714286,1067
8.285714286,1277
3.4,1418
10,1433
11,1248
13.14285714,1166
8,1231
13,1081
6.571428571,1683
11.71428571,1292
10,1104
14,1142
11,1082
12.85714286,784
11,796
10.8,525
13.85714286,321
10.71428571,157
11.85714286,119
10.85714286,73
12.57142857,29
13.28571429,15
12.85714286,14
12.42857143,9
13.33333333,33
14.85714286,2
14,
16.14285714,
18.6,2
15.85714286,
16.85714286,
16.85714286,2
18.71428571,
18,
17.14285714,
16.85714286,
16.71428571,
18.25,
16.71428571,
15.85714286,
17,
15,
14.28571429,
15.57142857,
14.57142857,
16.57142857,
16.5,
10.71428571,
11.14285714,
10.71428571,
9.75,
11.85714286,
12.28571429,
6.428571429,
6.428571429,
5,7657
0.285714286,5746
7.285714286,6428
6.2,7275
8.571428571,10928
6.142857143,8780
7.142857143,7059
6.4,7235
10.28571429,6545
10.85714286,6810
11.14285714,7365
11.85714286,7467
14,8819
9.571428571,6966
7.714285714,6524
12,6642
12.66666667,6711
13.14285714,7055
13.85714286,6980
13.42857143,7068
14.5,9110
14,9526
14.42857143,7757
14.57142857,8436
16.42857143,7848
17,9082
17.28571429,14655
15.85714286,7590
16.42857143,7150
14.25,7372
14.14285714,7011
15.85714286,7340
15.57142857,7063
16.85714286,7431
18.28571429,9183
16.42857143,8328
16.28571429,8524
12.57142857,6275
14.5,6501
12.71428571,6476
11.57142857,5917
13.57142857,6594
11.8,6707
11.57142857,6205
12.85714286,4853
12,5653
9.714285714,5030
6.857142857,7138
4.428571429,4047
8.571428571,4921
6,6213
9.333333333,7697
9.142857143,6479
3.857142857,5293
9.857142857,5596
12,5275
9,7062
11.14285714,5160
11.71428571,4895
12.83333333,4973
12.28571429,4626
11.57142857,4985
12.14285714,5175
11.71428571,5675
11,5569
10.28571429,5180
11.85714286,5114
12.28571429,5466
10,6409
11.42857143,5356
9.285714286,5081
13,5616
15.28571429,5384
13.71428571,4991
14.42857143,5522
